url_path,views_total,views_unique
/dwsmith1983/spark-bestfit,255,9
/dwsmith1983/spark-bestfit/pulls,143,4
/dwsmith1983/spark-bestfit/issues,49,3
/dwsmith1983/spark-bestfit/actions,45,1
/dwsmith1983/spark-bestfit/pulse,26,1
/dwsmith1983/spark-bestfit/pull/18,21,4
/dwsmith1983/spark-bestfit/graphs/traffic,19,1
/dwsmith1983/spark-bestfit/pull/23,18,2
/dwsmith1983/spark-bestfit/branches,17,2
/dwsmith1983/spark-bestfit/pull/81,11,1
