url_path,views_total,views_unique
/dwsmith1983/spark-bestfit,8,3
/dwsmith1983/spark-bestfit/pull/167,2,1
/dwsmith1983/spark-bestfit/pull/167/changes,1,1
/dwsmith1983/spark-bestfit/pull/168,1,1
/dwsmith1983/spark-bestfit/pull/168/changes,1,1
