url_path,views_total,views_unique
/dwsmith1983/spark-bestfit,3,3
/dwsmith1983/spark-bestfit/blob/main/examples/local/usecase_insurance.ipynb,1,1
/dwsmith1983/spark-bestfit/commits/d1d593a9d2b5b957b27ec31e97b2543071accb48,1,1
