url_path,views_total,views_unique
/dwsmith1983/spark-bestfit,206,11
/dwsmith1983/spark-bestfit/pulls,116,4
/dwsmith1983/spark-bestfit/issues,39,3
/dwsmith1983/spark-bestfit/pull/18,35,4
/dwsmith1983/spark-bestfit/actions,27,1
/dwsmith1983/spark-bestfit/pulse,22,1
/dwsmith1983/spark-bestfit/pull/23,18,2
/dwsmith1983/spark-bestfit/graphs/traffic,14,1
/dwsmith1983/spark-bestfit/branches,12,2
/dwsmith1983/spark-bestfit/tree/main/src/spark_bestfit,8,4
